ID,Rating,Price
ven_30356e77514c7172685648526b6f7759524947385130624a496843,4.4,2
ven_30365f61684a68514c7730526b6f775a6c6b7a707255624a496843,4.4,2
ven_303749644b67576e694b55526b6f7759685f4a445761324a496843,4.6,-1
ven_3038654c546f3936784873526b6f775a314864677151534a496843,4.7,-1
ven_3039793356676f745a3570526b6f775974496c6d7378524a496843,4.6,2
ven_304330524e695f70503476526b6f775a6c6e5a713332574a496843,4.8,-1
ven_3046564f552d3633755343526b6f77595649495368324c4a496843,4.3,2
ven_3048674a4764455f76744f526b6f77594a6f5f617658724a496843,4.4,2
ven_304961777454515336474c526b6f775a4e5173735733524a496843,4.6,4
ven_304a6c77747a366c755455526b6f77594a7070575959454a496843,4.7,-1
ven_304d74385a726d4c746449526b6f7759565964796d33514a496843,3.9,2
ven_304f705a563666457a3258526b6f775a6c7476456754364a496843,4.5,2
ven_30504d554d38614b6b6f78526b6f7759786267705963354a496843,4.4,3
ven_30506c5677346630437635526b6f775a78304d533079784a496843,4.5,-1
ven_30516242387878596e4d41526b6f775a745f427a7766494a496843,4.3,1
ven_3068674e6f56796343637a526b6f7759743177664259304a496843,4.4,2
ven_306943706c304962617575526b6f77595249535675516f4a496843,4.4,2
ven_306c63565a476e6d385736526b6f775a39786b4a6755524a496843,4.7,-1
ven_306d686f6679537162766c526b6f77324c69717a3858594a496843,3.8,-1
ven_307063396f374b4b4e6b71526b6f7759564a316c35656e4a496843,4.5,3
ven_30714e5a724f6950413148526b6f7759744c354b5331454a496843,4.4,2
ven_3075502d337278736a3952526b6f775a4a72674a66616c4a496843,4.5,-1
ven_30782d4b5379586f66706d526b6f775a745f45477777774a496843,5,-1
ven_342d4f33343573744c7a2d526b6f775a42774547545f774a496843,4.6,4
ven_34416b6a74734635334274526b6f775964314e46695a734a496843,4.4,2
ven_344c49766b705544393465526b6f77327244307a4159434a496843,4.8,-1
ven_344c563654744266547349526b6f7733506f68442d65734a496843,4.4,-1
ven_344d7478767a4b74377548526b6f7759566c78494a516d4a496843,4.4,2
ven_344f4d79636969674a4342526b6f775964314d7430536e4a496843,3.8,-1
ven_345049646f62573761314b526b6f773254786a4e3765534a496843,4.2,-1
ven_345253663836763832756f526b6f775a393563517377394a496843,4.6,-1
ven_345749524855354c344259526b6f775a56706b674639724a496843,4.7,2
ven_3458593235796c7441736f526b6f775a394c464d6c32774a496843,4.5,-1
ven_3461647039357657624c66526b6f775a39616d754d78594a496843,4.5,-1
ven_3466426a743170534d634c526b6f77594a76706c5363784a496843,4.8,-1
ven_3466483971693253303578526b6f7732765463666330384a496843,4.3,2
ven_346c6843676c5559377662526b6f775a354f49314937644a496843,4.5,-1
ven_346d334a45756f49467752526b6f775a5a62347130786d4a496843,3.9,-1
ven_34787a3570694c6e375964526b6f7759645a30414138594a496843,4.6,-1
ven_347a2d78444c59782d4f4f526b6f77594e3534494233744a496843,-1,-1
ven_3844456669735664576538526b6f775942716d6c4a5a4b4a496843,-1,-1
ven_3844703267353739533762526b6f775a7052724545786c4a496843,4.3,-1
ven_38493930432d7835416344526b6f775a46505a4f4566384a496843,4.4,2
ven_384a62436f6d5976694364526b6f77595a5968617061724a496843,4.5,3
ven_385252516c6f7a32335439526b6f7759782d57657a5f744a496843,4,3
ven_3855585f5861474e706f34526b6f7759393079333631484a496843,4.4,3
ven_3855656e41664c4f68764c526b6f7732446b2d6e71786f4a496843,4.5,-1
ven_38584b356562656e4a4a63526b6f77595a5f4d6d7456674a496843,4.2,3
ven_385a743953644e70587637526b6f7759395f534f5334334a496843,4.5,4
ven_386231727a6a50624d4c4b526b6f775a642d45556a54644a496843,4.1,-1
ven_3862337a354c4c54387375526b6f7759706a2d304951714a496843,4.8,-1
ven_38634657454b5f4e4f3633526b6f7759706f526b4956354a496843,4.6,2
ven_38645155503361334d3934526b6f7759355956627538384a496843,4.6,-1
ven_3866497051714e61656e4b526b6f7759683141556f5a544a496843,4.5,-1
ven_386953773374434b6b5269526b6f7732547950655a52534a496843,4.7,-1
ven_386a38316843494f623939526b6f775956497a52385f6b4a496843,4.5,2
ven_386b4c712d792d70556e33526b6f77596c5f66384652324a496843,4.5,3
ven_386e695754345a63674c55526b6f775a52572d447461364a496843,4.5,3
ven_3875714251714574684232526b6f775a78614e3764616c4a496843,4,-1
ven_412d3456724470426e4e74526b6f77595a3442455832334a496843,4.4,2
ven_4132676164315471633870526b6f775a3138534d6154384a496843,-1,-1
ven_41327361525f7279547a31526b6f77596c596e506e7a524a496843,4.1,2
ven_4133437134305f48354a45526b6f775a4a7a434b7a786f4a496843,4.1,-1
ven_41385744666f5633537862526b6f775a3967446a6b34774a496843,4.5,-1
ven_41434b554a474f30326d2d526b6f77594a6153713854734a496843,4.5,-1
ven_41447173382d415f674c61526b6f775a78425a687932494a496843,4.4,-1
ven_4148494f684649484f4477526b6f775a4e68634d4255554a496843,4.4,-1
ven_414a747771393059503062526b6f7759523448483656324a496843,4.2,2
ven_414b7738354e6969583170526b6f77594a6f5f317930534a496843,4.5,-1
ven_41546174395076324a4a4a526b6f77594a4b5a6d53634b4a496843,4.8,-1
ven_41546447325f6964534674526b6f775a4673765f6133624a496843,4.4,-1
ven_415658356c724c57637158526b6f7759355966794556494a496843,4.5,-1
ven_415745442d5a476e6b6736526b6f775a787569364655794a496843,4.3,2
ven_41585874446f73365f7a42526b6f77595a6f43636432304a496843,4.2,2
ven_415a37545a367078557066526b6f775a5a6271774a626e4a496843,4.6,-1
ven_41633250634c684c2d2d78526b6f775956567774752d6b4a496843,4.6,-1
ven_4167636c42756f62557359526b6f775a646f545a4f554b4a496843,4.5,2
ven_4168437230416a45783158526b6f7759526c2d6f5339524a496843,4.5,2
ven_416a395131386f65616b51526b6f7759703461425661574a496843,4.5,2
ven_416b786c6558446c49774b526b6f7751427045636154504a496843,4.7,-1
ven_417239716752736e6c447a526b6f7759745078672d574d4a496843,4.6,4
ven_417a5431376a5179444b58526b6f77596859716e6a574a4a496843,4.2,2
ven_4531715754335f314a5337526b6f7759565950466435714a496843,4.6,2
ven_453338504841477742644e526b6f776135556f514566504a496843,4.3,2
ven_4537554f41513330705337526b6f7759705f6736675a764a496843,4,-1
ven_4542344e3875744948577a526b6f7759747055696252704a496843,4.5,2
ven_4543634c6c434732394731526b6f77595634334c5539324a496843,4.4,2
ven_4546756a7858704b6e724c526b6f7759686f55346e30354a496843,4.3,3
ven_454a426f344a7a6c764a74526b6f7759525f767035794b4a496843,4.4,4
ven_454b716e73544e6e535f74526b6f7759683159304f37494a496843,4.3,2
ven_454e45337a4148416b4d37526b6f775a564956534632774a496843,4.6,-1
ven_454e4e686e4a7046453659526b6f775a6c3673525158614a496843,4.7,-1
ven_454f634678633041735971526b6f7759317230696763504a496843,4.4,3
ven_4550537033587663775f54526b6f775a744869415761754a496843,4.2,-1
ven_4551746438656c42365158526b6f775a4e3641514a5a6b4a496843,4.5,-1
ven_4551794f68546b79476d6a526b6f77595a323839705a6e4a496843,-1,-1
ven_45526743724b6275446346526b6f77616443703474574a4a496843,4,2
ven_45566b4479733438494a61526b6f775952704d3242546a4a496843,4.6,-1
ven_455767536751545570386d526b6f775a704e49672d56534a496843,5,-1
ven_4557736c70763768333575526b6f775974592d573133714a496843,4.3,2
ven_455946676359706d47646e526b6f77595a5f4c735033704a496843,3.8,4
ven_45594a653355315a67485a526b6f775a647548466537304a496843,4.6,2
ven_4565635872326c5643414d526b6f775a70364b4e5452304a496843,4.3,-1
ven_45686d5f4b314856766e31526b6f77334c4a30316453394a496843,4,-1
ven_456a3266757a4250707a4e526b6f775a524135576738364a496843,2.7,-1
ven_456c694e4c624c6f555862526b6f7759566c74633152704a496843,4.3,-1
ven_456c6a3469774243445068526b6f775a3172364d5378424a496843,4.2,2
ven_456e54656a5a6276575936526b6f775a4e2d43744f5f644a496843,4.5,-1
ven_45726a5056536837314f32526b6f775a706177714132434a496843,4.4,3
ven_45767a5a37493134595157526b6f775964324e424e65734a496843,4.8,-1
ven_4932505970545878416d71526b6f775a4a75666b6630474a496843,3.9,-1
ven_4935413664674943595a53526b6f775a743776425656564a496843,4.7,-1
ven_4945542d5a7655334d6a57526b6f7759523172664f56384a496843,4.3,3
ven_494a68323156454c57744d526b6f775935666f68472d764a496843,4.3,4
ven_494d30494477545a4a657a526b6f7759563531734432524a496843,4.2,-1
ven_495374556d36693165436d526b6f775a464558707631774a496843,4.6,2
ven_495843304f594b6f355130526b6f775978656f435636394a496843,4.3,4
ven_495a76784756397a636c61526b6f77595659624d79624f4a496843,4.3,2
ven_495f6e76636f42494a6841526b6f77595650686c735f774a496843,4.4,-1
ven_495f727346415163724f64526b6f77325f784f413864794a496843,4.6,-1
ven_496166424b6e594d315673526b6f7759525073506f58434a496843,4.6,-1
ven_49617343525a5972794235526b6f775a707135475357484a496843,4.4,2
ven_49696f3179734b6a693473526b6f77595249534f6865434a496843,4.6,2
ven_496b764942506d56454b71526b6f775a564b6c5f69564a4a496843,4.1,2
ven_496e4a6a53637471707138526b6f7759706131473859524a496843,4.6,-1
ven_496f786742743433746c6f526b6f773144646a306c39344a496843,4.4,-1
ven_49724965316452505f3148526b6f77594a35553366315f4a496843,4.8,-1
ven_49726b487a6d4b496a5538526b6f77593949365744396f4a496843,4.6,-1
ven_497334794b377835486e55526b6f775964356c4b565f4a4a496843,4.6,-1
ven_497749695a725530395438526b6f7759355531676c786e4a496843,4.6,-1
ven_4d324566304a52446b6234526b6f77594e5f786c4d33344a496843,4.3,-1
ven_4d396348634d4855643376526b6f775a5a664a2d61796a4a496843,4.4,3
ven_4d443645386a3859364c66526b6f7759354930487433714a496843,4.3,2
ven_4d446b59594e4549377562526b6f77594a4651414151414a496843,4.6,-1
ven_4d457a4474397179337835526b6f7759704a46752d77734a496843,4.7,-1
ven_4d4e4a7a66346836745a31526b6f77597434434e4455414a496843,4.5,2
ven_4d4f56636f49432d425736526b6f77326a6947344f327a4a496843,4.3,2
ven_4d4f717065304438546963526b6f773244306d4c6f66624a496843,4.6,-1
ven_4d5479484a476c70664144526b6f7759746f423142634f4a496843,4.2,2
ven_4d566a675754566e775938526b6f775964767a734d342d4a496843,4.5,-1
ven_4d67644a7a4f42754a6772526b6f775a3949544542352d4a496843,4.4,-1
ven_4d6775434b4f4f3239616a526b6f775a64414f333534334a496843,4.7,2
ven_4d68414c714841656f6d2d526b6f775964467a735236764a496843,4.4,2
ven_4d68567669785469346469526b6f775a5a7167564965704a496843,4.7,-1
ven_4d6a306b416131617a736f526b6f7759355f7a6d3155394a496843,4.7,-1
ven_4d6b635a66496d5f4e4974526b6f77595a66714b76536f4a496843,4.6,-1
ven_4d7363525932556e48667a526b6f77596c3442544d78754a496843,4.3,2
ven_4d79736a4a727a504f415a526b6f77594e59644e6232714a496843,4.4,2
ven_5131757937506d716a5656526b6f7759316265523959354a496843,4.8,-1
ven_51386f4f4968583076775f526b6f77327a6a56375230614a496843,4.5,-1
ven_51416f63306f39377a4475526b6f77594a716d65355a6d4a496843,4.3,-1
ven_51446447416e773241794f526b6f775970494e52397a654a496843,4.4,-1
ven_5149584e6b423237664c6b526b6f773248785f7a7356564a496843,4.7,-1
ven_514c6e7669624a33455f70526b6f775a703635674762764a496843,4.7,-1
ven_514f6c557435625a377953526b6f77594e3444305363374a496843,4.4,2
ven_51524c4a765a6e57613870526b6f775a4a77792d7454614a496843,4.4,2
ven_5158584145756f374a4b76526b6f777a376635445166474a496843,3.9,2
ven_5159664733765259417939526b6f77325f534d6134346a4a496843,4.7,-1
ven_515f325678612d31534c72526b6f7759353474423453314a496843,4.5,2
ven_515f466457386349774574526b6f775a46556e374353444a496843,4.7,3
ven_51613841453567574f656b526b6f7759564632656134394a496843,4.6,-1
ven_51645f6d43556b5251305a526b6f775a6c31744b5359534a496843,4.7,-1
ven_51667962777a6c6d64306e526b49726f725a77756f366d4a496843,4.5,-1
ven_51683176714b3744615056526b6f77597862375f6b576f4a496843,4,1
ven_51686c716e456d45333074526b6f77595a596f4646367a4a496843,4.4,3
ven_5169454c59645f6c63436d526b6f7762644f366b727a354a496843,4.8,-1
ven_51695f51454843725a5431526b6f775952656f495459354a496843,4.2,2
ven_516c467570796e3658524b526b6f775a395562336d53584a496843,4.2,2
ven_516e525873374354527751526b6f7759313477732d34394a496843,4.7,-1
ven_51717653514d7730366249526b6f77624e41797a6a39754a496843,4.2,2
ven_517362734b764763584752526b6f775a4a3032463051764a496843,4.3,-1
ven_517633786e463661386438526b6f775a78387a6435336a4a496843,4.3,-1
ven_517636454b535639515037526b6f775968566f6c767a4a4a496843,4.2,1
ven_51765838504c5130754d69526b6f775a5a774e723436554a496843,4.4,-1
ven_517a58434f57747944772d526b6f77595649306c47366c4a496843,4.4,2
ven_517a647163634b746c6a42526b6f7759705f6c555f30424a496843,3.9,4
ven_553045716f6975386f7663526b6f775a743263763353354a496843,4.6,2
ven_553150702d56576b7a7652526b6f775a357073625a78334a496843,4.4,2
ven_55317964596f7075755871526b6f77597476365a6f39624a496843,4.5,-1
ven_5532317551593261384446526b6f775946505f576a57614a496843,4.4,-1
ven_5536434b44427779443572526b6f775a5a356d787964624a496843,4.4,3
ven_554753707a353136347861526b6f775a646b36515137564a496843,4.4,-1
ven_554975514d79783467714d526b6f77594e706e4e6b7a414a496843,4.6,-1
ven_554977416f345578784c55526b6f77596876504948524d4a496843,4,-1
ven_554f563759583653705f73526b6f775a646146374456574a496843,4.5,3
ven_554f66576a594b6a744d5f526b6f775a467258773155664a496843,3.8,-1
ven_555135764d4d546a5a596c526b6f775970347a47625a5a4a496843,4.3,2
ven_555234376f4f4f30364447526b6f775a4a7752465057654a496843,4.6,-1
ven_55527370774e3350323349526b6f775a685a6d615f34534a496843,4.3,2
ven_5556474f56636f7565674c526b6f7759566c78494a516d4a496843,4.7,-1
ven_555966764a6e4a74677257526b6f77595636792d5257664a496843,4.2,2
ven_555a7a4667656331714337526b6f775a4a396e6a55792d4a496843,4.2,-1
ven_55613477334b4957707751526b6f77595a49654f5632364a496843,4.2,-1
ven_556242455a4d50646d7736526b6f775a7061734749664e4a496843,4.5,-1
ven_5563704d4539434c6d7445526b6f775a5a7753726630674a496843,3.8,2
ven_5566616f4e337545413945526b6f7759782d54524361674a496843,4.3,-1
ven_556a587447624c4f5f4b39526b6f77595a504c547756534a496843,4.4,1
ven_556e5f3675393756787575526b6f775a4a674f497a396a4a496843,4.5,-1
ven_557258376d4e6e56463972526b6f7759526f6b6e5f796f4a496843,4.7,-1
ven_5574675f763163636a455f526b6f775952493438325f724a496843,4.1,2
ven_55754a78505f3458706d75526b6f775a464b6444512d674a496843,4.6,2
ven_5577355866726e4c5f2d7a526b6f775a6c4b64414863364a496843,4.3,3
ven_5578692d5370733636656a526b6f77595a3441356359704a496843,4.4,2
ven_557a78624d425838544f65526b6f7759316569484d30554a496843,4.7,-1
ven_592d5a6c757552454a5663526b6f77594e6f442d4d53364a496843,4.2,2
ven_593769776f766b664d5845526b6f775a6c4c387937664b4a496843,4.9,-1
ven_593850536c663139675869526b6f77595270364a4d334e4a496843,4.5,-1
ven_59394d6e4647334b39736f526b6f7759743444707577544a496843,4.4,2
ven_5945636445507078654d7a526b6f77594a71514e6c35304a496843,4.1,-1
ven_5949374d505f6a4c4a6563526b6f775a4a3368674b5a4a4a496843,4.3,2
ven_594c336c54424932686837526b6f77593559306b3066524a496843,4.5,4
ven_594c414b424e7861515470526b6f77327652734f6a54714a496843,4.6,-1
ven_594d2d536b726e74415734526b6f7759686f75465836484a496843,4.3,1
ven_594d347279374661335a62526b6f775a465938664338314a496843,4.3,-1
ven_59525f746b6a5a6f755359526b6f77594634376336374d4a496843,4.7,-1
ven_595736565a6d62787a7330526b6f77326e4272346b774c4a496843,4.4,-1
ven_595a6f4263556f73586448526b6f7759705f6762495f334a496843,4.8,-1
ven_595f5f784d463266636a6f526b6f7759424a4272355a4a4a496843,4.7,-1
ven_5962576e4e726135545f56526b6f775939595a4d3558324a496843,4.6,3
ven_596454514639324f565773526b6f77325f525975565a6c4a496843,4.8,-1
ven_5966445f6e70786d686750526b6f775a394c574174536b4a496843,4.3,-1
ven_5972624350616238694f57526b6f77595a5a31725930354a496843,4.7,-1
ven_59755648394e677857394b526b6f775a466431616830704a496843,4.7,-1
ven_5977343532576353545439526b6f77594e49533662556b4a496843,4.8,-1
ven_5979723758766e56754467526b6f77326a6967775632684a496843,4.3,2
ven_597a616b6a716649565079526b6f77595a4a63445161384a496843,3.2,3
ven_632d6d6e6755514d44334b526b6f775a4e7646636234574a496843,4.4,2
ven_63326b76356569306b6c5a526b6f77597870715033666b4a496843,4.4,2
ven_63436e304a565f4d627257526b6f7759745667317257724a496843,3.9,-1
ven_63456b77786e474b757563526b6f775a39326e6c5031304a496843,4.3,-1
ven_6347305f59664842696755526b6f77326e53475669362d4a496843,4.3,-1
ven_634f4363417644424e616a526b6f775a685179765633524a496843,4.3,2
ven_635a694159315a6c425f6d526b6f775a7877674f4d65774a496843,4,4
ven_635f6239684d5362477779526b6f7759524f4d4c4959764a496843,4.2,3
ven_6361414362415f504d3055526b6f775a78397537765f754a496843,4.3,-1
ven_63665372715245346e7638526b6f775a786e72757a35634a496843,4.5,-1
ven_636672745f5152476b4548526b6f7759567052754e786d4a496843,4.3,3
ven_6367354456587959525968526b6f77326a4172446665454a496843,4.2,-1
ven_636849347a37534f62464c526b6f77596434644a7230494a496843,4.7,-1
ven_636a794c346b73704c3170526b6f7759784f53665161574a496843,4.2,4
ven_636d5f33545a4f4f65736b526b6f7759743466574258654a496843,4.2,3
ven_6373616b72775a37647977526b6f7759686f6c373258644a496843,4.3,2
ven_63754b4d63705f396c6968526b6f7759523172664f56384a496843,4.4,3
ven_6377336633385078573278526b6f775a643971693963364a496843,4.4,-1
ven_673150687856684b77546b526b6f775a644d68505162354a496843,4.7,-1
ven_67324c54725333306d766f526b6f775a527a53733035734a496843,4.5,2
ven_673368364673754d693466526b6f775970756970582d444a496843,4.2,3
ven_673437695f797470675874526b6f7759396534667a58464a496843,4.5,-1
ven_67344e7669664177774743526b6f77594e767263427a654a496843,4.8,-1
ven_6736686e436e567a4f3668526b6f7759564947335f63534a496843,4.4,2
ven_67375a3630494f3539724b526b6f775952715a367036714a496843,4,-1
ven_6738354a2d754f6a655546526b6f7759314c7231542d5a4a496843,4.2,2
ven_6743617a59472d4a564449526b6f77595a76734c6156794a496843,4.7,-1
ven_67495930554434326f3657526b6f7759785045763457554a496843,4.8,-1
ven_674a5830354e5572664339526b6f77326e42436652575f4a496843,4.7,-1
ven_674c306f645755326f547a526b6f775a68353967465a6c4a496843,4.2,3
ven_674e54306359797973556f526b6f775a46386e574662384a496843,4.5,2
ven_674f4954736c757352515a526b6f775a7433633753314e4a496843,4.3,-1
ven_6762417456643052357247526b6f775a566171717736694a496843,4.2,-1
ven_676367506d3938385f7968526b6f775974376f727657464a496843,4.4,2
ven_6764666e625a435a654552526b6f77316a645f693539314a496843,4.1,-1
ven_67664d4c43655043527777526b6f7759785f7774527a304a496843,4.6,-1
ven_67665544532d79346b3566526b6f77594649706b4777544a496843,4.5,-1
ven_6766616e713152586e5374526b6f77595634454d5a37714a496843,4.5,2
ven_67696d56476149435f6965526b6f775a6c5a52445036524a496843,4.7,-1
ven_676a53423161456a363564526b6f773244555733565a364a496843,4.5,-1
ven_676d735f5a644d594d4e43526b6f77616c433078735a664a496843,4.4,3
ven_6772646250704a68513065526b6f77595a4f62595734794a496843,4.6,-1
ven_67726a544b332d45634264526b6f77595a5f4c735033704a496843,4.4,-1
ven_6776747147655a49456362526b6f775970346b506435334a496843,4.5,3
ven_6777326f753853575a3875526b6f7759524643417333374a496843,4.2,3
ven_67786f6559776463355574526b6f77326a414755372d7a4a496843,4.3,-1
ven_677a584d792d3872515771526b6f7759744977693362484a496843,4.3,2
ven_677a6b384456717362517a526b6f775a314764555866484a496843,4.6,-1
ven_6b33335362354f62415f76526b6f7759565963366e37634a496843,4.5,2
ven_6b3648306f6a476f504768526b6f775a68366f5a6261754a496843,4.7,-1
ven_6b3733664d336870475547526b6f7759705a4146477a344a496843,4.8,-1
ven_6b4252475f792d6c5a5057526b6f775968653379652d394a496843,4.5,2
ven_6b4563334e683767613339526b6f7759705f584a50346e4a496843,3.8,4
ven_6b476d4f456438784a6d66526b6f7759746f73505f364b4a496843,4.4,2
ven_6b484a33576a50506b316d526b6f775946564b4d7379704a496843,4.5,2
ven_6b49317057486770392d52526b6f775a78756b736d30454a496843,4.4,2
ven_6b51657951327931574d79526b6f7759784f524154524f4a496843,3.9,4
ven_6b586d396c7a675a304866526b6f775a5a6176523233704a496843,4.6,-1
ven_6b5872516b756336487341526b6f77595a564c476b51354a496843,3.6,-1
ven_6b61647667744a39587a64526b6f77594e46347458596f4a496843,4.4,2
ven_6b61692d6a414255627979526b6f776678716c5837364d4a496843,4.3,-1
ven_6b655736786b3944445147526b6f77326e5173764f38384a496843,4.1,-1
ven_6b68703776545f78704e31526b6f7732334274596834694a496843,4.5,1
ven_6b69536e344b337645554e526b6f775a5a5a764a55525f4a496843,4.6,2
ven_6b6d4f656b323831793364526b6f77594a6362353051624a496843,4.4,-1
ven_6b735f37687a4c384b4c69526b6f77595a344156747a714a496843,4.5,2
ven_6b735f44766d736f7a796b526b6f7759563448652d624f4a496843,4.4,2
ven_6b75536349517175707875526b6f775a56516c42512d384a496843,4.6,-1
ven_6b77366e314e6f6b72615a526b6f775a646841365758794a496843,4.4,2
ven_6b77466c386b7878434a49526b6f7759745f714274584f4a496843,3.6,4
ven_6b7a72724d57625a307367526b6f7759565046364465454a496843,4.4,-1
ven_6f2d6e504338735f5f6656526b6f77596c5f656244784b4a496843,4.6,-1
ven_6f324e635f42314c477658526b6f7759746676475955634a496843,4.5,-1
ven_6f3278704356366a453667526b6f7759527167502d53524a496843,4.6,2
ven_6f3367575f457366717473526b6f7759565f577156546e4a496843,3.8,2
ven_6f394669377a4466594d49526b6f775939664d4b7637654a496843,4.7,-1
ven_6f3970777349416b6b635a526b6f77594a4655377635704a496843,4.4,2
ven_6f443454497a4b74587053526b6f775a524d596d6865794a496843,4.9,-1
ven_6f453438614f534f377574526b6f775a466974504953354a496843,4.8,-1
ven_6f4a3437455573596f624c526b6f77324c414e756756504a496843,4.1,-1
ven_6f4b42787a706434525f76526b6f7759424a48384a39414a496843,4.3,-1
ven_6f4d4d585279554f413278526b6f77596c6669713739334a496843,4.4,3
ven_6f4e385436506f42426253526b6f775a314c72724e38484a496843,4.4,2
ven_6f53534232357872613631526b6f7731336666523634794a496843,4.4,2
ven_6f594839656b4567743841526b6f775a52616c495f54304a496843,4,1
ven_6f595061526b426975674e526b6f775a3570694e627a4e4a496843,4,2
ven_6f5a534d314a7a7769335a526b6f775a744b7249665a2d4a496843,4.3,-1
ven_6f61432d6942754d737746526b6f775970344a346851524a496843,4.5,2
ven_6f6b34526d365f78674f41526b6f775a353432694a30304a496843,4.4,1
ven_6f705548536a3470353159526b6f7759527168733451624a496843,4.1,-1
ven_6f735964364b4948356734526b6f77595a6f6d565f55384a496843,4.3,2
ven_6f75512d4e737164414e37526b6f7759564a30584158554a496843,4.7,-1
ven_6f786a366c6d6c51546b72526b6f7759706f54397933474a496843,4.4,2
ven_7330663377497968657a68526b6f77594e3139724b51304a496843,4.4,2
ven_73306a6956627357544e53526b6f7759784c7750352d514a496843,4.5,-1
ven_73346149424d7857715942526b6f775a6876736d64304b4a496843,4.3,-1
ven_73373243427a7677647179526b6f77595a56676549666a4a496843,4.4,3
ven_73384a356c42716a656576526b6f77616c684247547a624a496843,4.5,-1
ven_733950504e644550574537526b6f77327a42506e3037684a496843,4.8,-1
ven_734141687055567841634e526b6f77327a4255673054574a496843,4.4,-1
ven_734147386d4d7064594f53526b6f775a7030663358626c4a496843,4.1,-1
ven_7349707841675455786e57526b6f7759703461757451474a496843,3.8,-1
ven_7352766d375a61587a6372526b6f775a464e6f644f774e4a496843,4.1,-1
ven_73533764685f6d75566b6d526b6f77594a714f484c57594a496843,4.4,2
ven_735365637a644a62515946526b6f775a467167495153764a496843,4.6,4
ven_73556451754c68694a3032526b6f77594e6f68373256424a496843,4.6,2
ven_7366516c31652d4f4e436b526b6f7759314965613652694a496843,4.8,-1
ven_736667483138515937774c526b6f775a705a305967565f4a496843,4.4,2
ven_736b33656f702d3178326d526b6f77594a46747a385f5f4a496843,4.7,2
ven_736d444f476c7279767844526b6f77326e53354b5639704a496843,4.6,-1
ven_73723145754d4f78544171526b6f775a4e776c344636384a496843,4.7,-1
ven_7376556d395f614c53746f526b6f775a4e566d7377655f4a496843,4,-1
ven_7377626750506d522d726e526b6f775a6c4b36446962574a496843,4.2,-1
ven_7379566367365444366462526b6f775a70384d744f38354a496843,4.5,2
ven_737a4c6b5376744748712d526b6f77595a7039674a38624a496843,4.8,3
ven_7732374951527a41425143526b6f7759706c584c4859394a496843,4.3,-1
ven_7733766951725664516f7a526b6f7759686f70335f79704a496843,4.5,-1
ven_77446a687a695a67306746526b6f77595a6c64487854584a496843,3.3,-1
ven_77452d65676a4430616250526b6f7759782d704b5454704a496843,4.5,4
ven_774d586d354e5a6b6c4562526b6f7759425041344532384a496843,4.5,4
ven_774d7a7a4d797276745762526b6f77597449454e6562614a496843,4.5,2
ven_775373576f773733303343526b6f775a68634f4c34776c4a496843,4.3,-1
ven_776351756c436838704850526b6f773258776a4d3039654a496843,4.3,-1
ven_77667a36446e4432637273526b6f775a742d316366516c4a496843,4.9,-1
ven_7767787947374f4c683962526b6f775a315135717161334a496843,0,-1
ven_7768585a615270346e454b526b6f7766426c2d4f312d4b4a496843,4.2,-1
ven_77686b76675f51577a7053526b6f775a356b52654665324a496843,4.5,-1
ven_776c426b3172735a6f5455526b6f77595a5f4c735033704a496843,4.2,2
ven_7774565736353150745f5f526b6f775a394948463778654a496843,3.8,1
ven_7778775545424e486d7075526b6f7759465048596d644f4a496843,4.7,-1
